2026	1	4	木	83250	7532	32550	2947	115800	10479	75718	29603	105321	18	16500	15000	34	28570	25973	22	19730	17936	22	18450	16773	0	0	0	0	0	0	0	0	0	0	0	0	6	3380	3073	9	8700	7909	17	15790	14355	5	4700	4273
2026	1	5	月	70110	6340	24780	2240	94890	8580	63770	22540	86310	19	15790	14355	27	27770	25245	18	18410	16736	9	8140	7400	0	0	0	0	0	0	2	1800	1636	10	8290	7536	5	5720	5200	9	8970	8155	0	0	0
